JobID           JobName      State    Elapsed ExitCode 
572_2.batch       batch  COMPLETED   00:03:07      0:0 
572_3        cpu_single  COMPLETED   00:03:14      0:0 
572_3.batch       batch  COMPLETED   00:03:14      0:0 
572_4        cpu_single  COMPLETED   00:03:15      0:0 
572_4.batch       batch  COMPLETED   00:03:15      0:0 
572_5        cpu_single  COMPLETED   00:03:17      0:0 
572_5.batch       batch  COMPLETED   00:03:17      0:0 
572_6        cpu_single  COMPLETED   00:03:36      0:0 
572_6.batch       batch  COMPLETED   00:03:36      0:0 
572_7        cpu_single  COMPLETED   00:03:13      0:0 
572_7.batch       batch  COMPLETED   00:03:13      0:0 
572_8        cpu_single  COMPLETED   00:03:01      0:0 
572_8.batch       batch  COMPLETED   00:03:01      0:0 
572_9        cpu_single  COMPLETED   00:03:16      0:0 
572_9.batch       batch  COMPLETED   00:03:16      0:0 
572_10       cpu_single  COMPLETED   00:03:04      0:0 
572_10.batch      batch  COMPLETED   00:03:04      0:0 
572_11       cpu_single  COMPLETED   00:03:04      0:0 
572_11.batch      batch  COMPLETED   00:03:04      0:0 
572_12       cpu_single  COMPLETED   00:03:19      0:0 
572_12.batch      batch  COMPLETED   00:03:19      0:0 
572_13       cpu_single  COMPLETED   00:03:35      0:0 
572_13.batch      batch  COMPLETED   00:03:35      0:0 
572_14       cpu_single  COMPLETED   00:03:35      0:0 
572_14.batch      batch  COMPLETED   00:03:35      0:0 
572_15       cpu_single  COMPLETED   00:03:04      0:0 
572_15.batch      batch  COMPLETED   00:03:04      0:0 
572_16       cpu_single  COMPLETED   00:03:48      0:0 
572_16.batch      batch  COMPLETED   00:03:48      0:0 
572_17       cpu_single  COMPLETED   00:03:06      0:0 
572_17.batch      batch  COMPLETED   00:03:06      0:0 
572_18       cpu_single  COMPLETED   00:03:16      0:0 
572_18.batch      batch  COMPLETED   00:03:16      0:0 
572_19       cpu_single  COMPLETED   00:03:13      0:0 
572_19.batch      batch  COMPLETED   00:03:13      0:0 
572_20       cpu_single  COMPLETED   00:03:50      0:0 
572_20.batch      batch  COMPLETED   00:03:50      0:0 
572_21       cpu_single  COMPLETED   00:03:10      0:0 
572_21.batch      batch  COMPLETED   00:03:10      0:0 
572_22       cpu_single  COMPLETED   00:03:14      0:0 
572_22.batch      batch  COMPLETED   00:03:14      0:0 
572_23       cpu_single  COMPLETED   00:03:10      0:0 
572_23.batch      batch  COMPLETED   00:03:10      0:0 
572_24       cpu_single  COMPLETED   00:03:33      0:0 
572_24.batch      batch  COMPLETED   00:03:33      0:0 
572_25       cpu_single  COMPLETED   00:03:21      0:0 
572_25.batch      batch  COMPLETED   00:03:21      0:0 
572_26       cpu_single  COMPLETED   00:03:16      0:0 
572_26.batch      batch  COMPLETED   00:03:16      0:0 
572_27       cpu_single  COMPLETED   00:03:25      0:0 
572_27.batch      batch  COMPLETED   00:03:25      0:0 
572_28       cpu_single  COMPLETED   00:03:13      0:0 
572_28.batch      batch  COMPLETED   00:03:13      0:0 
572_29       cpu_single  COMPLETED   00:03:16      0:0 
572_29.batch      batch  COMPLETED   00:03:16      0:0 
572_30       cpu_single  COMPLETED   00:03:11      0:0 
572_30.batch      batch  COMPLETED   00:03:11      0:0 
572_31       cpu_single  COMPLETED   00:03:18      0:0 
572_31.batch      batch  COMPLETED   00:03:18      0:0 
572_32       cpu_single  COMPLETED   00:03:01      0:0 
572_32.batch      batch  COMPLETED   00:03:01      0:0 
572_33       cpu_single  COMPLETED   00:03:06      0:0 
572_33.batch      batch  COMPLETED   00:03:06      0:0 
572_34       cpu_single  COMPLETED   00:03:29      0:0 
572_34.batch      batch  COMPLETED   00:03:29      0:0 
572_35       cpu_single  COMPLETED   00:03:15      0:0 
572_35.batch      batch  COMPLETED   00:03:15      0:0 
572_36       cpu_single  COMPLETED   00:03:46      0:0 
572_36.batch      batch  COMPLETED   00:03:46      0:0 
608_1            stress  COMPLETED   00:40:20      0:0 
608_1.batch       batch  COMPLETED   00:40:20      0:0 
608_2            stress  COMPLETED   00:43:33      0:0 
608_2.batch       batch  COMPLETED   00:43:33      0:0 
608_3            stress  COMPLETED   00:40:45      0:0 
608_3.batch       batch  COMPLETED   00:40:45      0:0 
608_4            stress  COMPLETED   00:39:32      0:0 
608_4.batch       batch  COMPLETED   00:39:32      0:0 
608_5            stress  COMPLETED   00:40:18      0:0 
608_5.batch       batch  COMPLETED   00:40:18      0:0 
608_6            stress  COMPLETED   00:40:05      0:0 
608_6.batch       batch  COMPLETED   00:40:05      0:0 
608_7            stress  COMPLETED   00:37:28      0:0 
608_7.batch       batch  COMPLETED   00:37:28      0:0 
608_8            stress  COMPLETED   00:37:34      0:0 
608_8.batch       batch  COMPLETED   00:37:34      0:0 
608_9            stress  COMPLETED   00:37:28      0:0 
608_9.batch       batch  COMPLETED   00:37:28      0:0 
608_10           stress  COMPLETED   00:38:02      0:0 
608_10.batch      batch  COMPLETED   00:38:02      0:0 
608_11           stress  COMPLETED   00:37:47      0:0 
608_11.batch      batch  COMPLETED   00:37:47      0:0 
608_12           stress  COMPLETED   00:37:51      0:0 
608_12.batch      batch  COMPLETED   00:37:51      0:0 
608_13           stress  COMPLETED   00:38:11      0:0 
608_13.batch      batch  COMPLETED   00:38:11      0:0 
608_14           stress  COMPLETED   00:37:58      0:0 
608_14.batch      batch  COMPLETED   00:37:58      0:0 
608_15           stress  COMPLETED   00:37:39      0:0 
608_15.batch      batch  COMPLETED   00:37:39      0:0 
608_16           stress  COMPLETED   00:38:07      0:0 
608_16.batch      batch  COMPLETED   00:38:07      0:0 
608_17           stress  COMPLETED   00:37:41      0:0 
608_17.batch      batch  COMPLETED   00:37:41      0:0 
608_18           stress  COMPLETED   00:38:31      0:0 
608_18.batch      batch  COMPLETED   00:38:31      0:0 
608_19           stress  COMPLETED   00:40:27      0:0 
608_19.batch      batch  COMPLETED   00:40:27      0:0 
608_20           stress  COMPLETED   00:40:29      0:0 
608_20.batch      batch  COMPLETED   00:40:29      0:0 
608_21           stress  COMPLETED   00:40:38      0:0 
608_21.batch      batch  COMPLETED   00:40:38      0:0 
608_22           stress  COMPLETED   00:40:10      0:0 
608_22.batch      batch  COMPLETED   00:40:10      0:0 
608_23           stress  COMPLETED   00:40:44      0:0 
608_23.batch      batch  COMPLETED   00:40:44      0:0 
608_24           stress  COMPLETED   00:41:18      0:0 
608_24.batch      batch  COMPLETED   00:41:18      0:0 
608_25           stress  COMPLETED   00:38:45      0:0 
608_25.batch      batch  COMPLETED   00:38:45      0:0 
608_26           stress  COMPLETED   00:37:59      0:0 
608_26.batch      batch  COMPLETED   00:37:59      0:0 
608_27           stress  COMPLETED   00:37:55      0:0 
608_27.batch      batch  COMPLETED   00:37:55      0:0 
608_28           stress  COMPLETED   00:37:33      0:0 
608_28.batch      batch  COMPLETED   00:37:33      0:0 
608_29           stress  COMPLETED   00:37:51      0:0 
608_29.batch      batch  COMPLETED   00:37:51      0:0 
608_30           stress  COMPLETED   00:37:58      0:0 
608_30.batch      batch  COMPLETED   00:37:58      0:0 
608_31           stress  COMPLETED   00:39:50      0:0 
608_31.batch      batch  COMPLETED   00:39:50      0:0 
608_32           stress  COMPLETED   00:39:41      0:0 
608_32.batch      batch  COMPLETED   00:39:41      0:0 
608_33           stress  COMPLETED   00:41:37      0:0 
608_33.batch      batch  COMPLETED   00:41:37      0:0 
608_34           stress  COMPLETED   00:40:14      0:0 
608_34.batch      batch  COMPLETED   00:40:14      0:0 
608_35           stress  COMPLETED   00:39:59      0:0 
608_35.batch      batch  COMPLETED   00:39:59      0:0 
608_36           stress  COMPLETED   00:40:44      0:0 
608_36.batch      batch  COMPLETED   00:40:44      0:0 
644_1            stress  COMPLETED   00:40:21      0:0 
644_1.batch       batch  COMPLETED   00:40:21      0:0 
644_2            stress  COMPLETED   00:39:43      0:0 
644_2.batch       batch  COMPLETED   00:39:43      0:0 
644_3            stress  COMPLETED   00:41:11      0:0 
644_3.batch       batch  COMPLETED   00:41:11      0:0 
644_4            stress  COMPLETED   00:39:41      0:0 
644_4.batch       batch  COMPLETED   00:39:41      0:0 
644_5            stress  COMPLETED   00:40:41      0:0 
644_5.batch       batch  COMPLETED   00:40:41      0:0 
644_6            stress  COMPLETED   00:40:20      0:0 
644_6.batch       batch  COMPLETED   00:40:20      0:0 
644_7            stress  COMPLETED   00:37:49      0:0 
644_7.batch       batch  COMPLETED   00:37:49      0:0 
644_8            stress  COMPLETED   00:37:59      0:0 
644_8.batch       batch  COMPLETED   00:37:59      0:0 
644_9            stress  COMPLETED   00:37:12      0:0 
644_9.batch       batch  COMPLETED   00:37:12      0:0 
644_10           stress  COMPLETED   00:38:56      0:0 
644_10.batch      batch  COMPLETED   00:38:56      0:0 
644_11           stress  COMPLETED   00:37:24      0:0 
644_11.batch      batch  COMPLETED   00:37:24      0:0 
644_12           stress  COMPLETED   00:37:31      0:0 
644_12.batch      batch  COMPLETED   00:37:31      0:0 
644_13           stress  COMPLETED   00:38:25      0:0 
644_13.batch      batch  COMPLETED   00:38:25      0:0 
644_14           stress  COMPLETED   00:38:30      0:0 
644_14.batch      batch  COMPLETED   00:38:30      0:0 
644_15           stress  COMPLETED   00:39:10      0:0 
644_15.batch      batch  COMPLETED   00:39:10      0:0 
644_16           stress  COMPLETED   00:38:31      0:0 
644_16.batch      batch  COMPLETED   00:38:31      0:0 
644_17           stress  COMPLETED   00:37:08      0:0 
644_17.batch      batch  COMPLETED   00:37:08      0:0 
644_18           stress  COMPLETED   00:37:33      0:0 
644_18.batch      batch  COMPLETED   00:37:33      0:0 
644_19           stress  COMPLETED   00:39:45      0:0 
644_19.batch      batch  COMPLETED   00:39:45      0:0 
644_20           stress  COMPLETED   00:41:26      0:0 
644_20.batch      batch  COMPLETED   00:41:26      0:0 
644_21           stress  COMPLETED   00:40:37      0:0 
644_21.batch      batch  COMPLETED   00:40:37      0:0 
644_22           stress  COMPLETED   00:39:53      0:0 
644_22.batch      batch  COMPLETED   00:39:53      0:0 
644_23           stress  COMPLETED   00:40:03      0:0 
644_23.batch      batch  COMPLETED   00:40:03      0:0 
644_24           stress  COMPLETED   00:40:39      0:0 
644_24.batch      batch  COMPLETED   00:40:39      0:0 
644_25           stress  COMPLETED   00:37:33      0:0 
644_25.batch      batch  COMPLETED   00:37:33      0:0 
644_26           stress  COMPLETED   00:38:31      0:0 
644_26.batch      batch  COMPLETED   00:38:31      0:0 
644_27           stress  COMPLETED   00:37:37      0:0 
644_27.batch      batch  COMPLETED   00:37:37      0:0 
644_28           stress  COMPLETED   00:37:52      0:0 
644_28.batch      batch  COMPLETED   00:37:52      0:0 
644_29           stress  COMPLETED   00:37:56      0:0 
644_29.batch      batch  COMPLETED   00:37:56      0:0 
644_30           stress  COMPLETED   00:38:33      0:0 
644_30.batch      batch  COMPLETED   00:38:33      0:0 
644_31           stress  COMPLETED   00:39:36      0:0 
644_31.batch      batch  COMPLETED   00:39:36      0:0 
644_32           stress  COMPLETED   00:40:55      0:0 
644_32.batch      batch  COMPLETED   00:40:55      0:0 
644_33           stress  COMPLETED   00:41:12      0:0 
644_33.batch      batch  COMPLETED   00:41:12      0:0 
644_34           stress  COMPLETED   00:40:03      0:0 
644_34.batch      batch  COMPLETED   00:40:03      0:0 
644_35           stress  COMPLETED   00:40:16      0:0 
644_35.batch      batch  COMPLETED   00:40:16      0:0 
644_36           stress  COMPLETED   00:40:58      0:0 
644_36.batch      batch  COMPLETED   00:40:58      0:0 
